Cripple Creek,5.9,Western
Crow Hollow,6.1,Thriller
Daag,7.1,Drama/Romance
Deadline - U.S.A.,7.2,Crime/Drama/Film-Noir
Denver and Rio Grande,5.8,Adventure/Western
Derby Day,6.3,Drama
Desert Passage,5.7,Action/Adventure/Western
Desperate Search,5.9,Adventure/Drama
The Devil Makes Three,6.2,Crime/Romance/Thriller
Diplomatic Courier,6.9,Crime/Drama/Film-Noir
Don't Bother to Knock,6.9,Drama/Film-Noir/Mystery
Dos tipos de cuidado,8.0,Comedy/Musical/Romance
Dov'è la libertà...?,6.9,Comedy/Drama
Down Among the Z Men,4.6,Comedy
Dreamboat,6.8,Comedy
Due soldi di speranza,7.2,Comedy/Romance
The Duel at Silver Creek,6.4,Action/Adventure/Drama
Eight Iron Men,6.6,Drama/War
Eight O'Clock Walk,6.7,Crime/Drama
Emergency Call,6.3,Thriller
Encore,6.8,Comedy/Drama
Escape Route,5.6,Crime/Thriller/Drama
Everything I Have Is Yours,5.8,Musical
Fanfan la Tulipe,7.2,Adventure/Comedy/Romance
Fargo,7.0,Action/Adventure/Western
Fearless Fagan,5.9,Comedy
Feudin' Fools,6.3,Comedy
The Fighter,6.0,Drama/Film-Noir/Sport
The First Time,6.0,Comedy
Flat Top,6.1,Drama/War
Flesh and Fury,6.6,Drama/Film-Noir/Sport
Folly to Be Wise,6.2,Comedy
Fort Osage,6.0,Western
The Four Poster,5.7,Comedy/Drama/Romance
Francis Goes to West Point,6.5,Comedy/Fantasy
The Frightened Man,6.2,Crime/Drama
Le fruit défendu,6.6,Drama
Gambler and the Lady,5.9,Crime/Drama/Thriller
The Gentle Gunman,6.2,Crime/Drama/Thriller
Ghost Ship,5.6,Horror
Gift Horse,6.3,Adventure/Drama/War
A Girl in Every Port,5.3,Comedy
The Girl in White,6.8,Biography/Drama
Glory Alley,6.1,Drama/Music
The Golden Hawk,5.5,Action/Adventure/History
The Greatest Show on Earth,6.6,Drama/Family/Romance
The Green Glove,6.2,Crime/Drama/Mystery
The Half-Breed,5.1,Western
Hangman's Knot,6.7,Romance/Western
Hans Christian Andersen,6.9,Biography/Family/Musical
The Happy Time,6.9,Comedy
Heidi,6.8,Drama/Family
Hellgate,6.5,Western
Here Come the Marines,6.2,Comedy
Here Come the Nelsons,6.4,Comedy
High Noon,7.9,Drama/Thriller/Western
Hindle Wakes,6.0,Drama/Romance
Hold That Line,6.3,Action/Comedy/Sport
Holiday for Sinners,6.0,Drama
The Holly and the Ivy,7.5,Drama
Home at Seven,6.7,Crime/Drama/Mystery
Hoodlum Empire,5.9,Crime/Drama/Film-Noir
Horizons West,6.2,Action/Adventure/Romance
The Hour of 13,6.3,Crime/Mystery/Romance
Hurricane Smith,5.3,Action/Adventure/Romance
I Believe in You,6.5,Drama
I Dream of Jeanie,6.1,Biography/Drama/Music
Ikiru,8.3,Drama
The Importance of Being Earnest,7.5,Comedy/Drama
Inazuma,7.5,Drama
Innocents in Paris,5.9,Adventure/Comedy/Drama
Invasion U.S.A.,3.2,Drama/Sci-Fi/War
Invitation,6.8,Drama/Romance
The Iron Mistress,6.4,Action/Adventure/Biography
Saturday Island,6.3,Adventure/Romance/War
It Grows on Trees,6.7,Comedy/Fantasy
Ivanhoe,6.8,Adventure/Drama/History
Jaal,7.4,Crime/Thriller
Jack and the Beanstalk,6.0,Comedy/Family/Fantasy
The Jazz Singer,5.7,Drama/Music/Romance
Jumping Jacks,6.4,Comedy/Musical
Jungle Jim in the Forbidden Land,6.2,Adventure/Sci-Fi
The Jungle,5.0,Adventure/Drama
Just This Once,6.2,Comedy
Just for You,6.1,Comedy/Drama/Musical
Kangaroo,5.5,Adventure/Drama/Western
Kansas City Confidential,7.4,Crime/Drama/Film-Noir
Karumen junjô su,6.4,Comedy
The Kid from Broken Gun,6.7,Action/Adventure/Comedy
Kid Monk Baroni,6.3,Action/Drama/Sport
Kvinnors väntan,7.0,Comedy/Drama
The Las Vegas Story,6.4,Crime/Drama/Film-Noir
Last of the Comanches,6.4,Action/Adventure/Western
The Lavender Hill Mob,7.6,Comedy/Crime
Laxdale Hall,6.2,Comedy/Romance
Limelight,8.1,Drama/Music/Romance
The Lion and the Horse,6.2,Western
Loan Shark,6.3,Crime/Drama/Film-Noir
The Long Memory,7.0,Crime/Drama/Thriller
The Lost Hours,5.9,Mystery
Lost in Alaska,6.4,Adventure/Comedy
Love Is Better Than Ever,5.7,Comedy/Romance
Lovely to Look At,6.3,Comedy/Musical/Romance
Lucrèce Borgia,5.6,Action/Drama/History
Lure of the Wilderness,6.5,Adventure/Drama/Romance
The Lusty Men,7.4,Action/Drama/Sport
Lydia Bailey,6.3,Action/Adventure/History
Ma and Pa Kettle at the Fair,7.0,Adventure/Comedy/Romance
Macao,6.7,Adventure/Crime/Drama
Made in Heaven,5.4,Comedy
The Last Page,6.4,Crime/Drama
The Man Behind the Gun,6.0,Western
The Man in the White Suit,7.3,Comedy/Drama/Sci-Fi
Manina la fille sans voiles,5.7,Adventure/Romance
Manon des sources,7.4,Drama
Mara Maru,6.1,Adventure/Crime/Drama
The Marrying Kind,7.1,Comedy/Drama
Maksimka,7.2,Adventure/Family
Meet Danny Wilson,6.4,Drama/Musical
The Member of the Wedding,6.8,Drama
The Merry Widow,5.8,Musical
Million Dollar Mermaid,6.6,Biography/Drama/Musical
The Miracle of Our Lady of Fatima,6.8,Drama
Les Miserables,6.8,Adventure/Drama/History
Miss Robin Hood,6.0,Comedy/Crime
Moglie per una notte,6.6,Comedy
Monkey Business,7.0,Comedy/Sci-Fi
Monsieur Taxi,6.3,Comedy/Drama
Montana Belle,5.7,Action/Adventure/Romance
Mother Riley Meets the Vampire,3.8,Comedy/Horror
Moulin Rouge,7.1,Biography/Drama/Music
Mr. Denning Drives North,6.7,Crime/Drama/Mystery
The Voice of Merrill,6.8,Mystery
Out of the Shadow,5.0,Mystery
Mutiny,5.2,Adventure/History
My Cousin Rachel,7.1,Drama/Mystery/Romance
My Man and I,6.3,Drama
My Pal Gus,6.8,Comedy/Drama/Romance
My Six Convicts,6.7,Comedy/Drama
My Son John,5.6,Drama
My Wife's Best Friend,6.0,Comedy/Drama/Fantasy
Nagarik,7.5,Drama
The Naked Spur,7.4,Thriller/Western
The Narrow Margin,7.7,Crime/Drama/Film-Noir
Never Wave at a WAC,6.0,Adventure/Comedy/Romance
New Faces,6.4,Comedy/Musical
Night Without Sleep,6.2,Drama/Film-Noir/Mystery
No Holds Barred,6.2,Comedy
No Room for the Groom,6.4,Comedy
Noita palaa elämään,6.4,Comedy/Drama/Fantasy
Nous sommes tous des assassins,7.2,Drama
O. Henry's Full House,7.2,Drama
Ochazuke no aji,7.7,Drama
Los ojos dejan huellas,7.0,Drama/Crime
Okaasan,7.6,Drama
Okinawa,5.2,Action/Drama/History
Oklahoma Annie,5.4,Comedy/Western
One Minute to Zero,5.9,Drama/War
Operation Secret,6.2,Drama/War
Outcast of the Islands,6.9,Adventure/Drama
The Outcasts of Poker Flat,6.4,Western
Outlaw Women,5.2,Western
The Planter's Wife,5.9,Adventure/Drama
Park Row,7.2,Drama/Thriller
Pat and Mike,7.0,Comedy/Romance/Sport
The Pathfinder,5.6,Adventure/War/Western
Paul Temple Returns,5.8,Mystery
Paula,6.3,Drama
Penny Princess,6.2,Comedy/Romance
Pepe El Toro,7.3,Drama
La petite Aurore l'enfant martyre,3.7,Biography/Drama
Phone Call from a Stranger,7.0,Drama/Film-Noir
The Pickwick Papers,7.0,Comedy/Drama
Le plaisir,7.7,Comedy/Drama/Romance
Plymouth Adventure,6.3,Adventure/Drama/History
Pony Soldier,6.0,Western
The Pride of St. Louis,6.6,Biography/Drama/Sport
The Prisoner of Zenda,7.0,Adventure
Processo alla città,7.2,Crime/Drama/Mystery
The Card,7.1,Comedy
The Quiet Man,7.7,Comedy/Drama/Romance
Radar Men from the Moon,4.7,Action/Sci-Fi
Le ragazze di Piazza di Spagna,7.0,Comedy/Drama/Romance
The Raiders,5.7,Western
Rainbow 'Round My Shoulder,5.8,Musical
Rancho Notorious,7.0,Western
The Red Ball Express,6.3,Action/Drama/War
Red Planet Mars,4.9,Drama/Sci-Fi
Red Skies of Montana,6.4,Action/Adventure/Drama
The Redhead from Wyoming,6.2,Action/Drama/Romance
Rekrut 67 Petersen,6.0,Comedy/Family/Musical
Le retour de Don Camillo,7.3,Comedy
Retreat Hell!,6.6,Drama/War
Return of the Texan,7.0,Drama/Romance/Western
Revizor,7.5,Comedy
Ride the Man Down,6.2,Western
Un rincón cerca del cielo,7.1,Comedy/Drama
The Ring,6.1,Drama
The Ringer,6.3,Comedy/Crime/Drama
Road to Bali,6.5,Adventure/Comedy/Fantasy
Rogue's March,6.1,Adventure/Drama/War
Roma ore 11,7.8,Drama
Room for One More,7.2,Comedy
Rose of Cimarron,5.2,Western
Ruby Gentry,6.7,Drama/Romance
Saikaku ichidai onna,8.2,Drama
Sally and Saint Anne,6.1,Comedy
The San Francisco Story,6.3,Western
The Savage,6.1,Action/Romance/Western
Scandal Sheet,7.4,Crime/Drama/Film-Noir
Scaramouche,7.5,Action/Adventure/Comedy
Scarlet Angel,6.4,Action/Adventure/Drama
The Sellout,6.7,Crime/Drama/Film-Noir
Sengoku burai,6.9,Action/Drama/Adventure
She's Working Her Way Through College,6.2,Comedy/Musical
Singin' in the Rain,8.3,Comedy/Musical/Romance
Skirts Ahoy!,5.8,Comedy/Musical
Sky Full of Moon,6.1,Comedy/Western
Snegurochka,7.2,Animation/Fantasy/Musical
The Sniper,7.2,Crime/Drama/Film-Noir
The Snows of Kilimanjaro,6.2,Adventure/Drama/Romance
So Little Time,6.8,Drama/Romance/War
Somebody Loves Me,6.7,Biography/Comedy/Drama
Something for the Birds,6.3,Comedy
Something to Live For,6.5,Drama
Son of Ali Baba,5.9,Action/Adventure/Fantasy
Spartaco,6.2,Adventure/History
Springfield Rifle,6.7,War/Western
The Star,7.0,Drama/Romance
Stars and Stripes Forever,7.2,Biography/Comedy/Music
The Steel Trap,6.9,Crime/Drama/Film-Noir
Stolen Face,6.1,Crime/Drama
The Stooge,6.9,Comedy/Drama/Music
Stop You're Killing Me,6.2,Comedy/Musical
Det store løb,6.0,Comedy/Drama/Family
The Story of Robin Hood and His Merrie Men,6.7,Action/Adventure/Family
The Story of Will Rogers,6.6,Biography/Comedy/Drama
Strange Fascination,6.3,Drama/Film-Noir/Music
Hunted,7.4,Crime/Drama
La mano dello straniero,5.8,Action/Drama/Thriller
Sudden Fear,7.5,Film-Noir/Thriller
Talk About a Stranger,6.2,Drama/Film-Noir/Mystery
Tarzan's Savage Fury,6.0,Action/Adventure
One Way Ticket to Hell,4.0,Crime/Drama
Thief of Damascus,5.4,Adventure/Fantasy/Romance
The Thief,6.7,Crime/Drama/Film-Noir
This Woman Is Dangerous,5.9,Drama
Three for Bedroom C,5.8,Comedy
Time Gentlemen Please!,6.6,Comedy
Meet Me Tonight,6.2,Comedy
Totò a colori,7.0,Comedy
Totò e le donne,6.5,Comedy
Treasure Hunt,5.4,Comedy
Trent's Last Case,5.9,Mystery
Le trou normand,6.0,Comedy
The Turning Point,6.8,Crime/Drama/Film-Noir
Umberto D.,8.2,Drama
Untamed Frontier,6.1,Western
Untamed Women,3.9,Sci-Fi/War
Valkoinen peura,7.0,Drama/Fantasy/Horror
La vie d'un honnête homme,7.0,Comedy/Drama
I vinti,6.6,Drama
Viva Zapata!,7.4,Biography/Drama/History
Voodoo Tiger,6.5,Adventure
La vérité sur Bébé Donge,6.9,Drama/Thriller
Wait Till the Sun Shines Nellie,7.0,Drama
Walk East on Beacon!,6.1,Drama/Film-Noir/Thriller
Washington Story,6.2,Drama
Way of a Gaucho,6.6,Action/Adventure/Romance
We're Not Married!,6.3,Comedy/Romance
What Price Glory,6.2,Comedy/Drama/Musical
When in Rome,6.6,Comedy/Crime/Drama
Where's Charley?,5.8,Comedy/Musical
The Wild North,6.6,Adventure/Romance/Western
Wild Stallion,5.9,Western
Wings of Danger,5.5,Crime/Drama/Thriller
The Winning Team,6.5,Biography/Drama/Romance
With a Song in My Heart,6.8,Biography/Drama/Musical
Without Warning!,6.7,Crime/Drama/Film-Noir
The World in His Arms,6.9,Action/Adventure/History
Yankee Buccaneer,6.0,Adventure/History/Romance
You for Me,5.8,Comedy/Romance
Young Man with Ideas,6.0,Comedy/Drama
Zombies of the Stratosphere,5.7,Action/Adventure/Sci-Fi
Állami áruház,6.9,Comedy/Musical
Åsa-Nisse på nya äventyr,4.2,Comedy
Él,8.0,Drama/Romance
The 49th Man,6.0,Action/Crime/Drama
The 5000 Fingers of Dr. T.,6.8,Family/Fantasy/Music
99 River Street,7.4,Action/Crime/Drama
Aah,7.3,Drama/Musical/Romance
Abbott and Costello Go to Mars,6.1,Comedy/Fantasy/Sci-Fi
Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,6.6,Comedy/Horror/Mystery
Die Geschichte vom kleinen Muck,6.8,Family/Fantasy
The Actress,6.5,Biography/Comedy/Drama
Admiral Ushakov,6.9,Biography/Drama/History
Affair with a Stranger,5.7,Comedy/Drama/Family
L'affaire Maurizius,6.7,Crime/Drama
The Affairs of Dobie Gillis,6.1,Comedy/Musical
Aida,5.3,Musical
Albert R.N.,6.8,Drama/History/War
The All American,6.0,Drama/Romance/Sport
All Ashore,5.1,Comedy/Musical
All I Desire,7.1,Drama/Romance
All the Brothers Were Valiant,6.3,Adventure/Drama/Romance
Always a Bride,6.0,Comedy
Ambush at Tomahawk Gap,5.9,Action/Romance/Western
L'amore in città,6.5,Drama/Romance
L'amour d'une femme,7.0,Drama
Ani imôto,7.4,Drama
Appointment in Honduras,5.7,Adventure/Crime/Thriller
Appointment in London,6.5,Drama/Romance/War
Arena,5.2,Drama/Sport/Western
Arrowhead,5.8,Drama/Romance/Western
Avant le déluge,6.8,Crime/Drama
Back to God's Country,5.8,Action/Adventure/Drama
The Flanagan Boy,5.9,Drama/Sport
Bad for Each Other,5.9,Drama
The Band Wagon,7.5,Comedy/Musical/Romance
Battle Circus,6.0,Drama/Romance/War
The Beast from 20000 Fathoms,6.7,Horror/Sci-Fi
The Beggar's Opera,6.2,Crime/History/Musical
Beneath the 12-Mile Reef,5.8,Adventure/Drama
Bienvenido Mister Marshall,8.0,Comedy
The Big Heat,8.0,Crime/Film-Noir/Thriller
Big Leaguer,5.9,Drama/Family/Sport
The Bigamist,6.8,Drama/Film-Noir
Blowing Wild,6.4,Action/Adventure/Drama
The Blue Gardenia,6.9,Crime/Drama/Film-Noir
A Blueprint for Murder,6.8,Crime/Drama/Film-Noir
Botany Bay,6.1,Adventure/Drama/Romance
Briefträger Müller,5.6,Comedy/Family
Bright Road,6.6,Drama/Music
By the Light of the Silvery Moon,7.1,Comedy/Family/Musical
Caballero a la medida,7.1,Comedy/Drama
The Caddy,6.5,Comedy/Musical/Sport
Calamity Jane,7.3,Comedy/Musical/Romance
Call Me Madam,6.8,Comedy/Musical/Romance
Canadian Mounties vs. Atomic Invaders,5.1,Action/Adventure/Western
O Cangaceiro,7.3,Action/Drama/History
Captain John Smith and Pocahontas,4.7,Drama/History/Romance
Captain Scarface,4.7,Action/Drama/Romance
Captain Scarlett,4.8,Adventure/Drama
The Captain's Paradise,6.9,Comedy/Romance
Cat-Women of the Moon,3.9,Adventure/Sci-Fi
Cet homme est dangereux,5.9,Adventure
Charade,6.5,Comedy/Drama/Mystery
The Charge at Feather River,6.3,Western
Ci troviamo in galleria,5.6,Musical/Comedy
City Beneath the Sea,5.5,Action/Adventure/Drama
City That Never Sleeps,6.8,Crime/Drama/Film-Noir
City of Bad Men,6.1,Western
Clipped Wings,6.3,Comedy
Code Two,6.4,Action/Crime/Drama
Column South,6.3,Action/Adventure/Drama
Confidentially Connie,5.9,Comedy/Family
Conquest of Cochise,5.5,Adventure/Drama/Romance
Count the Hours!,6.2,Crime/Drama/Film-Noir
Cow Country,6.3,Western
Mandy,7.4,Drama
The Cruel Sea,7.5,Drama/War
Cry of the Hunted,6.4,Crime/Drama/Film-Noir
Curtain Up,6.1,Comedy
Cómicos,6.8,Drama
Dance Hall Racket,3.3,Action/Adventure/Crime
Dangerous Crossing,7.0,Drama/Film-Noir/Mystery
Dangerous When Wet,6.3,Animation/Comedy/Musical
A Day to Remember,6.8,Drama
Death Goes to School,5.8,Mystery
Decameron Nights,5.5,Drama/Adventure/Romance
Desert Legion,5.6,Action/Adventure/Romance
The Desert Rats,6.8,Action/Adventure/Drama
The Desert Song,6.2,Musical/Romance
Desperate Moment,6.7,Crime/Drama/Thriller
Destination Gobi,6.2,Adventure/Drama/War
Devil's Canyon,5.2,Western
Do Bigha Zamin,8.4,Drama
La domenica della buona gente,5.6,Comedy/Drama
Donne proibite,5.8,Drama
Donovan's Brain,6.0,Sci-Fi/Horror
Dragonfly Squadron,5.5,Drama/War
Dramma nella Kasbah,5.6,Crime/Drama
Dream Wife,6.0,Comedy/Romance
Due notti con Cleopatra,4.9,Comedy
East of Sumatra,5.6,Action/Adventure/Romance
Easy to Love,6.4,Comedy/Musical/Romance
The Eddie Cantor Story,5.7,Biography/Drama/Music
L'ennemi public n° 1,6.1,Comedy
Entotsu no mieru basho,7.3,Comedy/Drama
Esa pareja feliz,6.8,Comedy
Escape from Fort Bravo,6.7,Western
Fair Wind to Java,5.8,Action/Adventure/Drama
The Fake,6.2,Crime/Drama/Film-Noir
Far til fire,6.2,Comedy/Family
The Farmer Takes a Wife,5.5,Comedy/Musical/Romance
Fast Company,5.3,Comedy
Fast and Loose,5.7,Comedy
Fear and Desire,5.5,Drama/Thriller/War
Feuerwerk,5.7,Comedy/Musical/Romance
Fighter Attack,5.7,War
The Final Test,6.7,Comedy/Drama/Sport
Flight to Tangier,5.6,Action/Crime/Drama
Fløjtespilleren,6.4,Drama/Family
Forbidden,6.6,Crime/Drama/Film-Noir
Forever Female,6.7,Comedy
Fort Algiers,5.6,Action/Adventure/Drama
Fort Ti,5.2,Adventure/War/Western
Fort Vengeance,5.9,Western
Four Sided Triangle,5.9,Romance/Sci-Fi
Francis Covers the Big Town,6.7,Adventure/Comedy/Crime
From Here to Eternity,7.6,Drama/Romance/War
Fûfu,7.0,Drama
Gan,7.2,Drama/Romance
Gelosia,7.0,Drama
Genevieve,7.1,Comedy
Gentlemen Prefer Blondes,7.2,Comedy/Musical/Romance
Gion bayashi,7.6,Drama
The Girl Next Door,6.1,Comedy/Musical
The Girl Who Had Everything,5.6,Romance/Drama
The Girls of Pleasure Island,6.0,Comedy/Romance
Give a Girl a Break,6.3,Comedy/Musical/Romance
The Glass Wall,6.8,Drama/Film-Noir
The Glass Web,6.6,Crime/Drama/Film-Noir
Glen or Glenda,4.2,Drama
The Glory Brigade,6.1,Action/Drama/War
The Golden Blade,5.7,Adventure
The Great Diamond Robbery,5.9,Comedy/Crime
The Story of Gilbert and Sullivan,6.8,Biography/Drama/Musical
The Great Sioux Uprising,5.6,Western
Gun Belt,5.9,Western
Gun Fury,6.0,Action/Adventure/Crime
Gunsmoke,6.8,Romance/Western
Gycklarnas afton,7.6,Drama
Half a Hero,5.8,Comedy
Here Come the Girls,6.0,Comedy/Musical
Hilja maitotyttö,5.6,Drama/Romance
Hiroshima,7.6,Drama/War
His Majesty O'Keefe,6.2,Action/Adventure/Biography
Hokuspokus,7.0,Comedy/Crime
Hondo,7.1,Drama/Romance/War
Houdini,6.9,Biography/Drama
House of Blackmail,6.0,Drama/Mystery
House of Wax,7.1,Horror
The House of the Arrow,6.8,Mystery
How to Marry a Millionaire,6.9,Comedy/Drama/Romance
I Confess,7.3,Crime/Drama/Thriller
The I Don't Care Girl,6.4,Biography/Musical
I Love Melvin,6.7,Comedy/Musical/Romance
I the Jury,6.1,Crime/Drama/Film-Noir
La ilusión viaja en tranvía,7.1,Comedy/Adventure/Drama
Le infedeli,6.5,Comedy/Drama
Inferno,7.1,Crime/Drama/Romance
Island in the Sky,6.9,Adventure/Drama
It Came from Outer Space,6.5,Horror/Sci-Fi
It Happens Every Thursday,6.3,Comedy/Drama
Jack McCall Desperado,5.1,Western
Jack Slade,6.2,Romance/Western
Jalopy,6.3,Comedy
Jamaica Run,5.9,Crime/Drama/Film-Noir
Jennifer,6.0,Mystery
Jeopardy,6.8,Crime/Drama/Film-Noir
Jigokumon,7.2,Drama/History/Romance
The Joe Louis Story,6.1,Biography/Drama/Film-Noir
The Juggler,6.6,Drama/History/War
Julietta,6.3,Comedy/Romance
Julius Caesar,7.3,Biography/Drama/History
Kansas Pacific,5.7,Western
Keto da Kote,7.2,Comedy/Music/Romance
The Kid from Left Field,6.4,Comedy/Drama/Sport
Killer Ape,6.4,Adventure/Sci-Fi
King of the Khyber Rifles,6.4,Adventure/Drama/History
Kiss Me Kate,7.1,Comedy/Musical/Romance
Knights of the Round Table,6.3,Action/Adventure/Drama
Korabli shturmuyut bastiony,7.0,Biography/Drama/War
Quand tu liras cette lettre,6.6,Drama/Film-Noir
The Lady Wants Mink,5.9,Comedy
The Large Rope,6.2,Crime/Drama/Mystery
The Last Posse,6.6,Action/Adventure/Western
Latin Lovers,5.5,Comedy/Music/Romance
Law and Order,5.9,Action/Adventure/Western
The Lawless Breed,6.4,Western
Lentävä kalakukko,5.6,Comedy/Crime/Musical
Let's Do It Again,5.9,Comedy/Musical
Lili,7.4,Drama/Musical/Romance
The Limping Man,5.8,Crime/Drama/Film-Noir
A Lion Is in the Streets,6.2,Drama/Romance/Thriller
Little Boy Lost,7.0,Drama
Little Fugitive,7.5,Drama/Family
The Kidnappers,7.1,Drama/Family/Romance
The Lone Hand,6.7,Western
Loose in London,6.6,Action/Adventure/Comedy
The Love Lottery,5.5,Comedy/Musical/Romance
Ma and Pa Kettle on Vacation,7.0,Comedy
Madame de...,8.0,Drama/Romance
Il maestro di Don Giovanni,6.2,Adventure
The Magnetic Monster,5.8,Horror/Sci-Fi
Malta Story,6.5,Drama/History/War
The Man Between,7.1,Crime/Drama/Film-Noir
The Man Who Watched Trains Go By,6.3,Crime/Drama
The Man from the Alamo,6.5,Drama/Western
Man in the Dark,6.3,Crime/Drama/Film-Noir
Man on a Tightrope,7.1,Drama/Thriller
Marilyn,5.8,Crime/Drama
Un marito per Anna Zaccheo,6.7,Drama
Martin Luther,6.9,Biography/Drama/History
The Master of Ballantrae,6.5,Action/Adventure/History
Maiskaya noch ili utoplennitsa,7.2,Comedy
The Maze,5.9,Drama/Fantasy/Horror
Meet Mr. Lucifer,6.0,Comedy/Fantasy
Mesa of Lost Women,2.7,Horror/Sci-Fi
The Million Pound Note,6.9,Comedy/Romance
Miss Sadie Thompson,6.0,Drama/Musical/Romance
Mission Over Korea,5.5,Drama/War
The Mississippi Gambler,6.7,Adventure/Romance/Western
Mister Scoutmaster,7.0,Comedy
Money from Home,6.3,Comedy/Musical/Romance
The Moonlighter,5.8,Western
Il mostro dell'isola,2.7,Crime/Thriller
Murder at 3am,5.2,Drama
Mästerdetektiven och Rasmus,6.5,Family/Adventure
La môme vert de gris,5.9,Crime/Drama/Thriller
The Neanderthal Man,4.5,Horror/Sci-Fi
The Nebraskan,4.8,Western
The Net,5.4,Drama/Sci-Fi
Never Let Me Go,6.2,Adventure/Drama/Romance
Niagara,7.0,Film-Noir/Thriller
Nihon no higeki,7.3,Drama
No Escape,5.6,Crime/Drama/Film-Noir
Off Limits,6.3,Action/Comedy/Romance
One Girl's Confession,6.5,Action/Crime/Drama
Operation Diplomat,6.5,Crime/Drama/Mystery
Les orgueilleux,7.3,Drama/Romance
Pane amore e fantasia,7.0,Comedy/Romance
The Red Beret,5.9,Drama/War
Parineeta,7.0,Drama/Romance
Paris Model,4.8,Comedy/Drama
Park Plaza 605,5.5,Crime/Drama
Pekka Puupää,5.6,Comedy
Pekka Puupää kesälaitumilla,5.9,Comedy
Personal Affair,6.4,Crime/Drama/Mystery
Peter Pan,7.3,Animation/Adventure/Family
Phantom from Space,4.2,Horror/Sci-Fi
Pickup on South Street,7.7,Crime/Film-Noir/Thriller
Planet Outlaws,3.8,Action/Family/Sci-Fi
Plunder of the Sun,6.5,Action/Adventure/Drama
Pony Express,5.9,History/Romance/Western
Powder River,6.4,Western
The President's Lady,6.9,Biography/Drama
Prisoners of the Casbah,5.2,Adventure/Drama/Romance
Private Eyes,6.2,Action/Adventure/Comedy
Project Moon Base,3.2,Sci-Fi
La provinciale,6.7,Comedy/Drama
Pünktchen und Anton,7.0,Comedy/Family
Raiders of the Seven Seas,5.7,Adventure
Recoil,6.0,Crime/Drama
La red,7.0,Drama
Remains to Be Seen,6.1,Comedy/Crime/Music
Return to Paradise,6.1,Adventure/Drama/Romance
Ride Vaquero!,6.1,Romance/Western
Riders to the Stars,5.5,Drama/Sci-Fi
Rob Roy: The Highland Rogue,6.3,Adventure/Biography/Drama
The Robe,6.7,Drama/History
Robot Monster,3.0,Comedy/Horror/Sci-Fi
Roman Holiday,8.0,Comedy/Romance
Rue de l'Estrapade,6.9,Comedy/Drama
Saadia,5.5,Adventure/Drama
Sabre Jet,5.3,Drama/War
Sadko,5.3,Adventure/Fantasy
Safari Drums,5.5,Adventure
Single-Handed,6.9,Action/Drama/Romance
Le salaire de la peur,8.1,Adventure/Drama/Thriller
Salome,5.9,Drama/History
San Antone,5.9,Western
Sangaree,6.5,Drama/History
Savage Mutiny,6.5,Adventure
Scandal at Scourie,6.7,Drama
Scared Stiff,6.5,Comedy/Horror/Musical
O scrisoare pierduta,8.2,Comedy
Sea Devils,5.7,Action/Adventure/Drama
Second Chance,6.0,Crime/Drama/Film-Noir
Il segno di Venere,6.6,Comedy/Drama/Romance
Seminole,6.2,Adventure/Western
Serpent of the Nile,5.1,Adventure/Biography/History
Street of Shadows,6.0,Crime/Drama
Shane,7.6,Drama/Western
Sharey Chuattar,8.1,Comedy/Romance/Sci-Fi
She's Back on Broadway,5.9,Comedy/Musical
Rough Shoot,6.1,Adventure/Crime/Thriller
Siamo donne,6.5,Comedy/Drama
La signora senza camelie,7.2,Drama
The Silver Whip,6.6,Western
Siren of Bagdad,5.5,Adventure/Comedy/Fantasy
A Slight Case of Larceny,6.2,Comedy/Crime
Small Town Girl,6.3,Musical/Romance
So Big,6.7,Drama/Romance/Western
So This Is Love,6.2,Biography/Music/Musical
Il sole negli occhi,7.2,Drama
Sombrero,5.4,Musical/Romance
Sommaren med Monika,7.5,Drama/Romance
Son of the Renegade,5.4,Western
South Sea Woman,6.4,Action/Adventure/Comedy
South of Algiers,5.3,Adventure/Crime/Drama
Spaceways,5.1,Sci-Fi/Thriller
La spiaggia,7.1,Comedy/Drama
Split Second,6.9,Crime/Drama/Film-Noir
The Square Ring,6.3,Drama
Stalag 17,8.0,Comedy/Drama/War
The Stand at Apache River,5.6,Western
Star of India,5.6,Adventure/Romance
Stazione Termini,6.2,Drama/Romance
The Steel Lady,6.6,Action/Adventure/Drama
Stolen Identity,6.3,Drama
Det stora äventyret,6.9,Drama/Family
The Story of Three Loves,7.0,Drama/Fantasy/Music
The Stranger Wore a Gun,5.9,War/Western
Street Corner,6.8,Crime/Drama
The Sun Shines Bright,7.0,Comedy/Drama/Western
The Sword and the Rose,6.4,Adventure/Drama/Family
Take Me to Town,6.4,Adventure/Comedy/Romance
Take the High Ground!,6.1,Drama/War
Tarzan and the She-Devil,5.6,Action/Adventure
Tempi nostri - Zibaldone n. 2,5.9,Comedy
36 Hours,5.7,Crime/Drama
Beat the Devil,6.5,Action/Adventure/Comedy
Le comte de Monte-Cristo,7.2,Adventure/Drama/Romance
Test Tube Babies,2.8,Drama
They Who Dare,5.6,Drama/History/War
Those Redheads from Seattle,5.8,Musical/Western
Three Sailors and a Girl,6.2,Comedy/Musical
Thunder Bay,6.5,Adventure/Drama
Thunder Over the Plains,6.6,Romance/War/Western
Thunder in the East,6.3,Drama/War
